split,camera_id,person_id,sequence_id,frame_idx,score,mask_source
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,8,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,9,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,10,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,11,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,12,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,13,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,14,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,15,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,16,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,17,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,18,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,19,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,20,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,21,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,22,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,23,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,24,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,25,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__DnChange1_box_350cm_slantside_male_day_yhjz100,26,3.5,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,1,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,2,1.8284337520599365,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,3,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,4,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,5,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,6,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,7,2.524174928665161,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,8,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,9,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,10,2.6684863567352295,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,11,1.0492745637893677,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,12,0.9193155765533447,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,13,1.4388136863708496,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,14,2.8254661560058594,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,15,2.560992479324341,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,16,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,17,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,18,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,19,2.7863638401031494,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,20,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,21,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,22,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,23,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,24,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,25,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,26,2.682018995285034,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,27,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_backpack_300cm_slantside_male_day_yhjz100,28,2.999999761581421,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,1,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,2,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,3,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,4,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,5,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,6,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,7,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,8,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,9,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,10,1.5869797468185425,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,11,1.7526895999908447,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,12,1.9497147798538208,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,13,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,14,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,15,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,16,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,17,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,18,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,19,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,20,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,21,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,22,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,23,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,24,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,25,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,26,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,27,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,28,3.5,person_mask
train,350cm_outside,0313_man2,0313_man2__NoChange_backpack_350cm_outside_male_day_yhjz100,29,3.5,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,1,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,2,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,3,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,4,0.8555434942245483,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,5,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,6,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,7,2.04050612449646,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,8,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,9,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,10,0.7051292657852173,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,11,2.1775922775268555,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,12,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,13,0.8707258105278015,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,14,0.5064554214477539,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,15,2.9448838233947754,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,16,1.0451428890228271,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,17,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,18,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,19,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,20,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,21,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,22,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,23,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,24,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,25,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,26,2.421724319458008,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,27,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_box_300cm_slantside_male_day_yhjz100,28,1.5450698137283325,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,1,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,2,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,3,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,4,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,5,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,6,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,7,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,8,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,9,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,10,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,11,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,12,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,13,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,14,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,15,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,16,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,17,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,18,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,19,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,20,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,21,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,22,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,23,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,24,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,25,3.5,person_mask
train,350cm_slantside,0313_man2,0313_man2__NoChange_box_350cm_slantside_male_day_yhjz100,26,3.5,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,1,1.8401787281036377,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,2,1.5373566150665283,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,3,1.9604361057281494,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,4,2.366767406463623,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,5,2.0828211307525635,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,6,2.630293369293213,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,7,3.0,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,8,3.0,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,9,2.2860453128814697,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,10,1.2939162254333496,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,11,2.053040027618408,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,12,1.5087409019470215,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,13,1.182992935180664,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,14,0.900073230266571,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,15,2.045502185821533,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,16,2.5640079975128174,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,17,2.2683520317077637,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,18,1.8008143901824951,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,19,1.3507095575332642,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,20,3.0,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,21,2.636610269546509,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,22,3.0,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,23,2.0337231159210205,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,24,3.0,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,25,1.5525932312011719,person_mask
train,300cm_inside,0313_man2,0313_man2__NoChange_normal_300cm_inside_male_day_yhjz100,26,2.9462215900421143,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,1,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,2,2.999999761581421,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,3,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,4,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,5,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,6,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,7,2.293510913848877,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,8,0.8875594139099121,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,9,2.814990282058716,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,10,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,11,0.8603758811950684,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,12,0.8979009389877319,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,13,2.484941005706787,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,14,0.8042132258415222,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,15,2.0721006393432617,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,16,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,17,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,18,0.5459873080253601,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,19,0.6079741716384888,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,20,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,21,1.1314493417739868,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,22,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,23,2.7728383541107178,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,24,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,25,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,26,2.976343870162964,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,27,2.697387218475342,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,28,3.0,person_mask
train,300cm_slantside,0313_man2,0313_man2__NoChange_shoulder_300cm_slantside_male_day_yhjz100,29,2.9809179306030273,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,1,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,2,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,3,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,4,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,5,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,6,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,7,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,8,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,9,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,10,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,11,4.0,person_mask
train,400cm_slantside,0313_man2,0313_man2__OutChange_backpack_400cm_slantside_male_day_yhjz100,12,4.0,person_mask
